Nom,address_raw,formatted_address,lat,lng,non_dangereux,dangereux,amiantes
Déchèterie Marches,Déchèterie Marches la Gare de Marches Za Gare de Marches Marches 26300,"56 Rue des Batisseurs, 26300 Marches, France",44.9860179,5.104315499999999,False,False,True
Déchèterie Menglon,Déchèterie Menglon Déchetterie Menglon Menglon 26410,"26410 Menglon, France",44.663684,5.46292,True,True,False
Déchèterie Mens,Déchèterie Mens Za Terre des Ruisseaux  Mens 38710,"38710 Mens, France",44.817587,5.751558999999999,True,True,False
Déchèterie Mercurol,Déchèterie Mercurol Déchetterie des Lots Quartier les Lots Mercurol* 26600,"ZAC des Lots, 26600 Mercurol-Veaunes, France",45.063105,4.8730182,False,False,True
Déchèterie Mions,Déchèterie Mions Mions Boulevard des Nations Mions 69780,"Bd des Nations, 69780 Mions, France",45.6726864,4.9326004,True,True,False
Déchèterie Miribel,Déchèterie Miribel Zi de Tuillere Rue de la Traille Miribel 01700,"ZI, 1745 Rue de la Traille, 01700 Miribel, France",45.82309129999999,4.9629886,True,True,False
Déchèterie Mobile Ex-ccmhf,Déchèterie Mobile Ex-ccmhf Déchèterie Mobile  Noirétable 42440,"42440 Noirétable, France",45.81676400000001,3.76642,True,True,False
Déchèterie Modane,Déchèterie Modane l'Isle l'Isle Modane 73500,"Rue de l'Isle, 73500 Modane, France",45.2063126,6.6806686,True,True,True
Déchèterie Moirans,Déchèterie Moirans Za Valmorge Av Aldo Eriani Moirans 38430,"Av. Aldo Eriani, 38430 Moirans, France",45.3234268,5.5740293,True,True,False
Déchèterie Monestier-de-Clermont,Déchèterie Monestier-de-Clermont les Carlaires Parc Louis Samuel Monestier-de-Clermont 38650,"Parc Louis Samuel, 38650 Monestier-de-Clermont, France",44.916434,5.635643,True,True,False
Déchèterie Monsols,Déchèterie Monsols les Places les Places Monsols* 69860,"Le Colombier, 69860 Deux-Grosnes, France",46.2258834,4.5242333,True,True,False
Déchèterie Mont-Saxonnex,Déchèterie Mont-Saxonnex Zi de Pleine Mouille  Mont-Saxonnex 74130,"Rue de la Mouillé, 74130 Mont-Saxonnex, France",46.051406,6.4786149,True,True,False
Déchèterie Mont-de-Lans,Déchèterie Mont-de-Lans Déchèterie de Champet Route des 2 Alpes - Virage N°2 Mont-de-Lans* 38860,"Les Deux Alpes, 38860 Les Deux Alpes, France",45.0176294,6.1248743,True,True,True
Déchèterie Montferrat,Déchèterie Montferrat Grand Etang Route Saint Geoire Montferrat 38620,"Route de St Geoire, 38620, France",45.4438723,5.6201828,True,True,False
Déchèterie Montrottier,Déchèterie Montrottier les Auberges  Montrottier 69770,"Les Auberges, 69770 Montrottier, France",45.7888975,4.4456983,True,True,True
Déchèterie Montvalezan,Déchèterie Montvalezan Genièvre  Montvalezan 73700,"73700 Montvalezan, France",45.611792,6.846731,True,True,False
Déchèterie Montvendre,Déchèterie Montvendre Déchetterie de la Molle Quartier la Molle Montvendre 26120,"Quartier de, La Molle, 26120 Montvendre, France",44.8743419,5.0189794,False,False,True
Déchèterie Morzine,Déchèterie Morzine le Couard 354 Route d'Essert-romand Morzine 74110,"354 Rte d'Essert-Romand, 74110 Morzine, France",46.192956,6.681212899999999,True,True,False
Déchèterie Moutiers - Villarlurin,Déchèterie Moutiers - Villarlurin Salins-les-thermes Ile Ferlay Ile Ferlay Villarlurin* 73600,"73600 Les Belleville, France",45.4642133,6.5357305,True,True,False
Déchèterie Nantoin,Déchèterie Nantoin les Grandes Terres Nantoin Nantoin* 38260,"Nantoin, 38260 Porte-des-Bonnevaux, France",45.43686539999999,5.2704283,True,True,False
Déchèterie Neuville-sur-Saone,Déchèterie Neuville-sur-Saone Neuville-sur-Saone Avenue des Freres Lumiere Neuville-sur-Saône 69250,"790 Av. des Frères Lumière, 69250 Neuville-sur-Saône, France",45.8851007,4.8182361,True,True,False
Déchèterie Neydens,Déchèterie Neydens Près du Carrefour de Beaumont - Fillinges  Neydens 74160,"74160 Neydens, France",46.120361,6.104318,True,True,False
Déchèterie Nivolas-Vermelle,Déchèterie Nivolas-Vermelle la Plaine  Nivolas-Vermelle 38300,"Rue du Vernay, 38300 Nivolas-Vermelle, France",45.5699867,5.3063173,True,True,False
Déchèterie Notre-Dame-de-Bellecombe,Déchèterie Notre-Dame-de-Bellecombe la Gearmandière Route D71a - le Pessey Notre-Dame-de-Bellecombe 73590,"D71A, 73590 Notre-Dame-de-Bellecombe, France",45.790202,6.500456,True,True,False
Déchèterie Novalaise,"Déchèterie Novalaise Déchetterie 360, Route du Bief du Moulinza du Goutier Novalaise 73470","360 Rte du Bief du Moulin, 73470 Novalaise, France",45.5949049,5.7769331,True,True,False
Déchèterie Optevoz,Déchèterie Optevoz Rue Philippe Tassier Rue Philippe Tassier Optevoz 38460,"Rue Philippe Tassier, 38460 Optevoz, France",45.7618713,5.3285512,True,True,False
Déchèterie Panissage,Déchèterie Panissage Za la Galandière  Panissage* 38730,"Rte de la Galandière, 38730 Val-de-Virieu, France",45.490836,5.475477,True,True,False
Déchèterie Panossas,Déchèterie Panossas Lieudit Marsa Lieudit Marsa Panossas 38460,"Marsa, 38460 Panossas, France",45.6665496,5.2055482,True,True,False
Déchèterie Passins,Déchèterie Passins Crevières Crevières Passins* 38510,"Chem. de la Déchèterie, 38510 Arandon-Passins, France",45.6925219,5.4441361,True,True,False
Déchèterie Passy,Déchèterie Passy les Echartaz Sud 1159 Rue de la Centrale Passy 74190,"1159 Rue de la Centrale, 74190 Passy, France",45.9215021,6.7264683,True,True,False
Déchèterie Pelussin,Déchèterie Pelussin Grémieux le Petit Embuant Pélussin 42410,"Le, 42410 Pélussin, France",45.4207544,4.6991836,True,True,False
Déchèterie Peron,Déchèterie Peron Lotissement du Pré-munny Lotissement du Pré-munny Péron 01630,"31 Rue de Pré Munny, 01630 Péron, France",46.1843424,5.926514699999999,True,True,True
Déchèterie Peronnas,Déchèterie Peronnas Z.A.C. de Monternoz Zac des Monternoz Péronnas 01960,"Zac des Monternoz 101 Rue du Thioudet, 01960 Péronnas, France",46.169951,5.192531,False,False,True
Déchèterie Pierre-Benite,Déchèterie Pierre-Benite Pierre-Benite Chemin de la Gravière Pierre-Bénite 69310,"Chem. de la Gravière, 69310 Pierre-Bénite, France",45.6959199,4.8299044,True,True,False
Déchèterie Pleaux,Déchèterie Pleaux Route de Rilhac  Pleaux 15700,"19220 Rilhac-Xaintrie, France",45.167559,2.195821,True,True,False
Déchèterie Pont-Eveque,Déchèterie Pont-Eveque Zi de l'Abbaye D41e Zi de l'Abbaye Pont-Évêque 38780,"ZI de l'Abbaye, 38200 Vienne, France",45.5173166,4.9243083,True,True,False
Déchèterie Pontcharra,"Déchèterie Pontcharra Déchèterie de Pontcharra Impasse Denis Papin, Zi de Pré Brun Pontcharra 38530","1-147 Imp. Denis Papin, 38530 Pontcharra, France",45.4298814,6.0039851,True,True,False
Déchèterie Porcieu-Amblagnieu,Déchèterie Porcieu-Amblagnieu la Creche la Creche Porcieu-Amblagnieu 38390,"Rue de Corniolay, 38390 Porcieu-Amblagnieu, France",45.8261912,5.4121052,True,True,False
Déchèterie Porte-de-savoie,Déchèterie Porte-de-savoie 786 Route des Chancelières Lieu Dit Ile Besson Francin* 73800,"786 Route des Chancelieres, 73800 Porte-de-Savoie, France",45.4910905,6.042499599999999,True,True,False
Déchèterie Pralognan-la-Vanoise,Déchèterie Pralognan-la-Vanoise Déchetterie  Pralognan-la-Vanoise 73710,"73710 Pralognan-la-Vanoise, France",45.3562442,6.7164044,True,True,False
Déchèterie Privas,Déchèterie Privas la Fugière la Clé du Sac# Privas 07000,"1 rue Serre du Serret Cedex, BP 337, 07003 Privas, France",44.7145793,4.6143048,False,False,True
Déchèterie Ravoire (la ),Déchèterie Ravoire (la ) Déchèterie de la Ravoire Route D Apremont Zone D Activités de L Albanne La Ravoire 73490,"1137 Rte d'Apremont, 73490 La Ravoire, France",45.5503052,5.9566069,False,False,True
Déchèterie Recycl'inn de Valserhone,Déchèterie Recycl'inn de Valserhone 1792 Route de la Plaine Chatillon en Michaille Châtillon-en-Michaille* 01200,"Route Plaine, 01200 Valserhône, France",46.130455,5.810827199999999,True,True,False
Déchèterie Regny,Déchèterie Regny le Billard Station d'Épuration Route de Roanne Régny 42630,"42630 Saint-Victor-sur-Rhins, France",46.0089392,4.173070099999999,True,True,False
Déchèterie Ricamarie (la ),Déchèterie Ricamarie (la ) Zi Montrambert Pigeot Zi Montrambert Pigeot La Ricamarie 42150,"Rue de Montrambert, 42500 Le Chambon-Feugerolles, France",45.398719,4.3531678,False,False,True
Déchèterie Rillieux-la-pape,Déchèterie Rillieux-la-pape Rillieux-la-pape Route de Fontaines Rillieux-la-Pape 69140,"Rte de Fontaines, 69140 Rillieux-la-Pape, France",45.8240119,4.883939199999999,True,True,False
Déchèterie Rives,Déchèterie Rives Route de l'Etang Route de l'Etang Rives 38140,"38140 Rives, France",45.3481457,5.514139699999999,True,True,False
Déchèterie Roche,Déchèterie Roche Grand Aillet Grand Aillet Roche 38090,"Grand Aillet La Ferrière, 38090 Roche, France",45.57590210000001,5.1657155,True,True,False
Déchèterie Romans-sur-Isere,"Déchèterie Romans-sur-Isere Déchetterie 12, Bis de l'Avenue de la Déportation Romans-sur-Isère 26100","12 Av. de la Déportation, 26100 Romans-sur-Isère, France",45.0496319,5.0814382,False,False,True
Déchèterie Roybon,Déchèterie Roybon Bas Village Route de Montfalcon Roybon 38940,"Rte de Montfalcon, 38940 Roybon, France",45.2629353,5.2101984,True,True,False
Déchèterie Rumilly,Déchèterie Rumilly Déchèterie de Rumilly Route des Bois Rumilly 74150,"Rte des Bois, 74150 Rumilly, France",45.8832623,5.9260174,False,False,True
Déchèterie Ruoms,Déchèterie Ruoms Champ Perdu  Ruoms 07120,"07120 Ruoms, France",44.45267339999999,4.3536157,False,False,True
Déchèterie Ruy,Déchèterie Ruy Route de Montceau Route de Montceau Ruy-Montceau 38300,"Rte de Montceau, 38300 Ruy-Montceau, France",45.5872306,5.3376374,True,True,False
Déchèterie Saint-Andre-de-Corcy,Déchèterie Saint-Andre-de-Corcy Route de Montluel Route de Montluel Saint-André-de-Corcy 01390,"Rte de Montluel, 01390 Saint-Marcel, France",45.9452922,4.9942045,True,True,False
Déchèterie Saint-Chef,Déchèterie Saint-Chef Collonges Collonges Saint-Chef 38890,"Rte de Chamont, 38890 Saint-Chef, France",45.64458219999999,5.3543243,True,True,False
Déchèterie Saint-Etienne-de-Saint-Geoirs,Déchèterie Saint-Etienne-de-Saint-Geoirs Route de la Frette Route de la Frette Saint-Étienne-de-Saint-Geoirs 38590,"La Frette, France",45.39094,5.361715999999999,True,True,False
Déchèterie Saint-Genis-les-Ollieres,"Déchèterie Saint-Genis-les-Ollieres Saint-Genis-les-Ollieres 2, Avenue Louis Pradel Saint-Genis-les-Ollières 69290","2 Rue Louis Pradel, 69290 Saint-Genis-les-Ollières, France",45.7570931,4.742939799999999,True,True,False
Déchèterie Saint-Genix-sur-Guiers,Déchèterie Saint-Genix-sur-Guiers Déchèterie du Truison le Truison Saint-Genix-sur-Guiers* 73240,"Truison, 73240 Saint-Genix-les-Villages, France",45.6050893,5.646914499999999,True,True,False
Déchèterie Saint-Georges-d'Esperanche,Déchèterie Saint-Georges-d'Esperanche la Forêt la Forêt Saint-Georges-d'Espéranche 38790,"Chem. de Trav., 38790 Saint-Georges-d'Espéranche, France",45.55920320000001,5.1110666,True,True,False
Déchèterie Saint-Germain-Laval,Déchèterie Saint-Germain-Laval Pralong Za du Pralong Saint-Germain-Laval 42260,"Pralong, 42260 Saint-Germain-Laval, France",45.8324752,4.02633,True,True,False
Déchèterie Saint-Germain-sur-Rhone,Déchèterie Saint-Germain-sur-Rhone les Rippes  Saint-Germain-sur-Rhône 74910,"Les Rippes, 01240 Certines, France",46.150265,5.2713979,True,True,False
Déchèterie Saint-Honore,Déchèterie Saint-Honore Mini Déchèterie Fugières Saint-Honoré 38350,"Fugières, 38350 Saint-Honoré, France",44.954125,5.807188,True,True,False
Déchèterie Saint-Jean-de-Bournay,Déchèterie Saint-Jean-de-Bournay le Reposu le Reposu Saint-Jean-de-Bournay 38440,"Reposu, 38440 Saint-Jean-de-Bournay, France",45.497516,5.159796,True,True,False
Déchèterie Saint-Jean-de-Sixt,Déchèterie Saint-Jean-de-Sixt Forgeassoud Dessous Route de Forgeassoud Saint-Jean-de-Sixt 74450,"voie communale N°7 dite de, 74450 Saint-Jean-de-Sixt, France",45.918052,6.398048999999999,True,True,False
Déchèterie Saint-Jean-de-Soudain,Déchèterie Saint-Jean-de-Soudain Zi du Chapelier Chemin des Marais Saint-Jean-de-Soudain 38110,"Chem. du Marais, 38110 Saint-Jean-de-Soudain, France",45.5634965,5.4269063,True,True,False
Déchèterie Saint-Jeoire,Déchèterie Saint-Jeoire la Géode 447 Route des Moulins Saint-Jeoire 74490,"447 Rte des Moulins, 74490 Saint-Jeoire, France",46.13487070000001,6.4677076,True,True,False
Déchèterie Saint-Laurent-d'Oingt,Déchèterie Saint-Laurent-d'Oingt Za les Plaines  Saint-Laurent-d'Oingt* 69620,"358 Les Plaines, 69620 Val d'Oingt, France",45.9257855,4.5569856,True,True,False
Déchèterie Saint-Laurent-de-Mure,Déchèterie Saint-Laurent-de-Mure la Piccardière  Saint-Laurent-de-Mure 69720,"Rte de Toussieu, 69720 Saint-Laurent-de-Mure, France",45.6711597,5.0153453,True,True,False
Déchèterie Saint-Leger,"Déchèterie Saint-Leger la Fassine Lieu Dit ""la Fassine"" Saint-Léger 73220","73220 Saint-Léger, France",45.436105,6.276750000000001,True,True,True
Déchèterie Saint-Marcel-l'Eclaire,Déchèterie Saint-Marcel-l'Eclaire Goutte Vignole Chemin de la Goutte Vignole Saint-Marcel-l'Éclairé 69170,"Chem. de Goutte Vignole, 69170, France",45.8863797,4.4636068,False,False,True
Déchèterie Saint-Marcel-les-Valence,Déchèterie Saint-Marcel-les-Valence Chemin des Acacias Chemin des Acacias Saint-Marcel-lès-Valence 26320,"Chem. des Acacias, 26320 Saint-Marcel-lès-Valence, France",44.962368,4.9458899,False,False,True
Déchèterie Saint-Martin-en-Haut,Déchèterie Saint-Martin-en-Haut les Laÿs  Saint-Martin-en-Haut 69850,"Route, Saint Symphorien sur Coise, 69850 Saint-Martin-en-Haut, France",45.6536627,4.5390389,True,True,True
Déchèterie Saint-Michel-de-Maurienne,"Déchèterie Saint-Michel-de-Maurienne la Saussaz Lieu Dit ""les Sorderettes"" Saint-Michel-de-Maurienne 73140","Les Sorderettes, 73140 Saint-Michel-de-Maurienne, France",45.2087999,6.510796999999999,True,True,True
Déchèterie Saint-Paul-Trois-Chateaux,Déchèterie Saint-Paul-Trois-Chateaux Déchetterie du Bois Mahon le Bois Mahon Saint-Paul-Trois-Châteaux 26130,"Le Bois Mahon, 26130 Saint-Paul-Trois-Châteaux, France",44.366064,4.7414136,True,True,False
Déchèterie Saint-Pierre-d'Albigny,Déchèterie Saint-Pierre-d'Albigny Déchetterie Sous la Gare Saint-Pierre-d'Albigny 73250,"Gare de Saint-Pierre-d'Albigny, 73250 Saint-Pierre-d'Albigny, France",45.557373,6.156266,True,True,False
Déchèterie Saint-Pierre-d'Allevard,Déchèterie Saint-Pierre-d'Allevard Ronzière Rue de la Ronzière Saint-Pierre-d'Allevard* 38830,"Rue de la Ronzière, 38830 Crêts-en-Belledonne, France",45.3701306,6.043748,True,True,False
Déchèterie Saint-Priest,Déchèterie Saint-Priest Saint-Priest Rue du Maconnais Saint-Priest 69800,"Rue du Mâconnais, 69800 Saint-Priest, France",45.6958855,4.9221559,True,True,False
Déchèterie Saint-Quentin-Fallavier,Déchèterie Saint-Quentin-Fallavier Saint-Quentin-Fallavier la Pierre Milliere Saint-Quentin-Fallavier 38070,"Rue de la Pierre Miliaire, 38070 Saint-Quentin-Fallavier, France",45.6385348,5.1179761,True,True,False
Déchèterie Saint-Quentin-sur-Isere,"Déchèterie Saint-Quentin-sur-Isere Zone d'Activités du Gouret Rn 532, Za du Gouret# Saint-Quentin-sur-Isère 38210","N532, France",44.9862769,4.9800865,True,True,False
Déchèterie Saint-Sauveur-de-Montagut,Déchèterie Saint-Sauveur-de-Montagut Déchetterie du Moulinon Rd 120 Saint-Sauveur-de-Montagut 07190,"Le Moulinon, 07190 Saint-Sauveur-de-Montagut, France",44.8183868,4.6058181,False,False,True
Déchèterie Saint-Sorlin-en-Valloire,Déchèterie Saint-Sorlin-en-Valloire Déchetterie des Grises Quartier les Grises Saint-Sorlin-en-Valloire 26210,"Les Grises, 26210 Saint-Sorlin-en-Valloire, France",45.258428,4.973883,False,False,True
Déchèterie Saint-Trivier-de-Courtes,Déchèterie Saint-Trivier-de-Courtes Ancien Hospice Ancien Hospice Saint-Trivier-de-Courtes 01560,"226 Rte des Brosses, 01560 Saint-Trivier-de-Courtes, France",46.4633844,5.0814996,True,True,False
Déchèterie Saint-Victor-de-Cessieu,Déchèterie Saint-Victor-de-Cessieu Za Giroud Za Giroud Saint-Victor-de-Cessieu 38110,"Chem. Giroud, 38110 Saint-Victor-de-Cessieu, France",45.5369888,5.4065011,True,True,False
Déchèterie Saint-alban-leysse,Déchèterie Saint-alban-leysse Déchèterie de Saint-alban Leysse Rte de la Feclaz Saint-Alban-Leysse 73230,"Rte de la Féclaz, 73230 Saint-Alban-Leysse, France",45.57452749999999,5.9644762,False,False,True
Déchèterie Saint-cernin,Déchèterie Saint-cernin le Grangeou  Saint-Cernin 15310,"15310 Saint-Cernin, France",45.05747,2.422043,True,True,False
Déchèterie Saint-clair-du-rhone,Déchèterie Saint-clair-du-rhone Varambon Zone Artisanale 2000 Saint-Clair-du-Rhône 38370,"Rte de Péage, 38370 Saint-Clair-du-Rhône, France",45.4232753,4.7740059,False,False,True
Déchèterie Saint-donat-sur-l'herbasse,Déchèterie Saint-donat-sur-l'herbasse Déchetterie les Sables Za les Sables Saint-Donat-sur-l'Herbasse 26260,"Les Sables, 26260, France",45.132297,5.0473656,True,True,False
Déchèterie Saint-egreve,Déchèterie Saint-egreve les Moutonnées 45 Rue Pont Noir Saint-Égrève 38120,"45 Rue du Pont Noir, 38120 Saint-Egrève, France",45.224654,5.676785499999999,False,False,True
Déchèterie Saint-etienne - le Soleil,Déchèterie Saint-etienne - le Soleil Déchèterie du Soleil Rue Victor Grignard St Etienne Nord Saint-Étienne 42000,"Rue Victor Grignard, 42000 Saint-Étienne, France",45.4597856,4.401524,False,False,True
Déchèterie Saint-galmier,Déchèterie Saint-galmier les Flaches les Flaches Saint-Galmier 42330,"Les Flaches, France",45.5558793,4.3685353,False,False,True
Déchèterie Saint-genis-pouilly,Déchèterie Saint-genis-pouilly Chemin du Moulin des Ponts Chemin du Moulin des Ponts Saint-Genis-Pouilly 01630,"Chem. du Moulin des Ponts, 01630 Saint-Genis-Pouilly, France",46.2546046,6.048475199999999,True,True,True
Déchèterie Saint-jean-d'arves,Déchèterie Saint-jean-d'arves St Sorlin - (dépot Communal) Lieu-dit les Savoies Saint-Jean-d'Arves 73530,"73530 Saint-Sorlin-d'Arves, France",45.22157600000001,6.234954999999999,True,True,False
Déchèterie Saint-julien-mont-denis,Déchèterie Saint-julien-mont-denis les Fontagneux les Fontagneux Saint-Julien-Mont-Denis 73870,"73870 Saint-Julien-Mont-Denis, France",45.25593200000001,6.404084,True,True,True
Déchèterie Saint-just-en-chevalet,Déchèterie Saint-just-en-chevalet l'Usine l'Usine Saint-Just-en-Chevalet 42430,"L'Usine, 42430 Saint-Just-en-Chevalet, France",45.9153126,3.8373866,True,True,False
Déchèterie Saint-just-saint-rambert,Déchèterie Saint-just-saint-rambert Pré Furan Route de la Fouillouse Saint-Just-Saint-Rambert 42170,"Pré Furan, 42170 Saint-Just-Saint-Rambert, France",45.5098382,4.2749895,True,True,False
Déchèterie Saint-laurent-en-royans,Déchèterie Saint-laurent-en-royans Déchetterie Zone Artisanale Zone Artisanale Saint-Laurent-en-Royans 26190,"26190 Saint-Laurent-en-Royans, France",45.0325562,5.3188662,True,True,False
Déchèterie Saint-martin-de-belleville-les Menuires,Déchèterie Saint-martin-de-belleville-les Menuires les Menuires Lieu Dit la Planche aux Menuires Saint-Martin-de-Belleville* 73440,"Les Menuires, 73440 Les Belleville, France",45.3303285,6.531546899999999,True,True,False
Déchèterie Saint-nicolas-de-macherin,Déchèterie Saint-nicolas-de-macherin le Pilon Saint Nicolas de Marcherin Saint-Nicolas-de-Macherin 38500,"34 All. du Plan Robert, 38500 Saint-Nicolas-de-Macherin, France",45.3995291,5.5954573,True,True,False
Déchèterie Saint-pierre-d'entremont,Déchèterie Saint-pierre-d'entremont Ouvert en 2009 à Côté de la Chaufferie Chartreuse Energie Saint-Pierre-d'Entremont 73670,"Chartreuse Mountains, 73670 Saint-Pierre-d'Entremont, France",45.3773525,5.827970700000001,True,True,False
Déchèterie Saint-rambert-en-bugey,Déchèterie Saint-rambert-en-bugey Za du Moulin A Papier  Saint-Rambert-en-Bugey 01230,"ZA, Moulin À Papier, 01230 Saint-Rambert-en-Bugey, France",45.9499343,5.460106199999999,True,True,False
Déchèterie Saint-remeze,Déchèterie Saint-remeze Quartier le Tourroulet  Saint-Remèze 07700,"Le Touroulet, 07700 Saint-Remèze, France",44.3948059,4.4895043,False,False,True
Déchèterie Saint-romain-de-jalionas,Déchèterie Saint-romain-de-jalionas les Serpollières les Serpollières Saint-Romain-de-Jalionas 38460,"17 Rue des Acacias, 38460 Saint-Romain-de-Jalionas, France",45.7634646,5.2111981,True,True,False
Déchèterie Saint-sauveur,Déchèterie Saint-sauveur Route de la Croix de May Route de la Croix de May Saint-Sauveur 38160,"Rte de la Croix de May, 38160 Saint-Sauveur, France",45.1524329,5.328744299999999,True,True,False
Déchèterie Sainte-eulalie,"Déchèterie Sainte-eulalie 4, Route de Salers  Sainte-Eulalie 15140","4 Rte de Salers, 15700 Ally, France",45.1735783,2.3138067,True,True,False
Déchèterie Sarras,Déchèterie Sarras Grande Ile Grande Ile Sarras 07370,"Grande Île, 07370 Sarras, France",45.1828829,4.808229,False,False,True
Déchèterie Satolas-et-Bonce,Déchèterie Satolas-et-Bonce Cet Satolas Rond Point de Grenay-Rn6 Satolas-et-Bonce 38290,"Grenay, France",50.449353,2.743681,True,True,False
Déchèterie Savigneux,Déchèterie Savigneux la Loge Déchèterie de Savigneux Savigneux 42600,"La Loge, 42600 Savigneux, France",45.60074609999999,4.1049299,True,True,True
Déchèterie Sciez,Déchèterie Sciez Chemin de l'Effly Chemin de l'Effly Sciez 74140,"135 Chem. de l'Effly, 74140 Sciez, France",46.3282113,6.368822499999999,True,True,False
Déchèterie Sederon,Déchèterie Sederon le Moulin le Moulin Sortie Nord Séderon 26560,"Nord, France",50.3851246,3.2642436,True,True,False
Déchèterie Seyssel,Déchèterie Seyssel Za l'Ile Nord Route du Fier Seyssel 74910,"ZA de l'Ile Nord, 74910 Seyssel, France",45.9493103,5.8384084,True,True,False
Déchèterie Sousville,Déchèterie Sousville Déchetterie Intercommunale Route de Gap Sousville 38350,"Chem. des Araignées, 38350 La Mure, France",44.9020263,5.799165599999999,True,True,False
Déchèterie Sury-le-comtal,Déchèterie Sury-le-comtal Zi Sury l'Echaud Sury-le-Comtal 42450,"L'Echaud, 42450 Sury-le-Comtal, France",45.5241155,4.1880412,False,False,True
Déchèterie Suze-la-Rousse,Déchèterie Suze-la-Rousse Rd 251 Route de Bouchet Suze-la-Rousse 26790,"251 Rte de Bouchet, 26790 Tulette, France",44.28726710000001,4.926724999999999,True,True,False
Déchèterie Taninges,Déchèterie Taninges Jutteninges Jutteninges Taninges 74440,"Jutteninges, 74440 Taninges, France",46.100622,6.649000999999999,True,True,False
