Nom,address_raw,formatted_address,lat,lng,non_dangereux,dangereux,amiantes
Déchèterie Theize,Déchèterie Theize le Merloup le Merloup Theize Theizé 69620,"Le Merloux, 69620 Theizé, France",45.9379673,4.6511838,True,True,False
Déchèterie Thones,Déchèterie Thones les Vernaies Nords 2  Thônes 74230,"9 rue du Closet ZA DE LA, Rue de la Balmette, 74230 Thônes, France",45.8924834,6.3005516,True,True,False
Déchèterie Tignes - les Brévières,Déchèterie Tignes - les Brévières Tignes Val d'Isère les Brevieres Route Départementale 902 Tignes 73320,"Les Brévières, 73320 Tignes, France",45.508111,6.920158000000001,True,True,True
Déchèterie Tournon-sur-rhone,Déchèterie Tournon-sur-rhone Iles Feray Chemin des Iles Feray Tournon-sur-Rhône 07300,"Unnamed Road, 07300 Tournon-sur-Rhône, France",45.0446305,4.8431164,True,True,False
Déchèterie Tullins,Déchèterie Tullins la Revolaz Zi Route de St Quentin Tullins 38210,"Rte de Saint-Quentin, Tullins, France",45.3112799,5.5460649,True,True,False
Déchèterie Ugine,Déchèterie Ugine Déchetterie Zone Industrielle des Bavelins Ugine 73400,"Rue Henri Gruaz, 73400 Ugine, France",45.760751,6.397594,True,True,False
Déchèterie Vacheresse,Déchèterie Vacheresse la Revenette  Vacheresse 74360,"La Revenette, 74360 Vacheresse, France",46.31413999999999,6.687327,True,True,False
Déchèterie Vailly,Déchèterie Vailly les Plagnes  Vailly 74470,"Les Plagnes, 74470 Vailly, France",46.27353000000001,6.550987999999999,True,True,False
Déchèterie Valaurie,Déchèterie Valaurie Zone d'Activité du Clavon Zone d'Activité du Clavon Valaurie 26230,"6 Clavon ZA, 26230 Valaurie, France",44.4159698,4.806439,True,True,False
Déchèterie Valence / Portes-lès-valence,Déchèterie Valence / Portes-lès-valence Valence Chaffit Chemin du Pont des Anglais -  la Motte Valence 26000,"735 Rue Jean Rostand, 26800 Portes-lès-Valence, France",44.8942865,4.877731199999999,False,False,True
Déchèterie Valence Lehaut,Déchèterie Valence Lehaut Valence Lehaut 15 Cours Manuel de Falla Valence 26000,"15 Cr Manuel de Falla, 26000 Valence, France",44.9363585,4.9325795,False,False,True
Déchèterie Valencin,Déchèterie Valencin le Gravier Départementale 53 Valencin 38540,"Le Gravier, Rte de Lafayette, 38540 Valencin, France",45.5965353,5.0590133,True,True,False
Déchèterie Valezan,Déchèterie Valezan le Praz le Praz Rn 90 Valezan* 73210,"Valezan, 73210 La Plagne-Tarentaise, France",45.574792,6.693781,True,True,False
Déchèterie Valloire,Déchèterie Valloire Valloire Rue de la Bonne Eau Valloire 73450,"73450 Valloire, France",45.1657714,6.4254055,True,True,False
Déchèterie Vallon-pont-d'arc,Déchèterie Vallon-pont-d'arc Prépaillères  Vallon-Pont-d'Arc 07150,"07150 Vallon-Pont-d'Arc, France",44.41182939999999,4.3849616,False,False,True
Déchèterie Vaugneray,Déchèterie Vaugneray Maison Blanche Parc d'Activités des Deux Vallées Vaugneray* 69670,"Rue des 2 Vallées, 69670 Vaugneray, France",45.7272184,4.667002399999999,False,False,True
Déchèterie Vaujany,Déchèterie Vaujany Route des Combes Route des Combes Vaujany 38114,"Sagne et les Combes & Route des Combes, 38114 Vaujany, France",45.1571209,6.0817727,True,True,True
Déchèterie Vaulnaveys-le-haut,Déchèterie Vaulnaveys-le-haut les Bessins Route d'Uriage à Brié Vaulnaveys-le-Haut 38410,"D5E, 38410 Vaulnaveys-le-Haut, France",45.122474,5.803961999999999,False,False,True
Déchèterie Vaulx-en-Velin,"Déchèterie Vaulx-en-Velin Vaux-en-Velin 15, Rue Pierre Mendès France Vaulx-en-Velin 69120","15 Rue Pierre Mendès France, 69120 Vaulx-en-Velin, France",45.7776855,4.9333334,True,True,False
Déchèterie Venissieux,Déchèterie Venissieux Venissieux Rue Jean Moulin Vénissieux 69200,"Av. Jean Moulin, 69200 Vénissieux, France",45.68956379999999,4.8682422,True,True,False
Déchèterie Vernosc-les-annonay les Ensuries,"Déchèterie Vernosc-les-annonay les Ensuries les Ensuries 151, Route d'Armenson Vernosc-lès-Annonay 07430","151 Rte d'Armanson, 07430 Vernosc-lès-Annonay, France",45.219185,4.7089741,False,False,True
Déchèterie Vernoux-en-vivarais,Déchèterie Vernoux-en-vivarais Chemin du Chambon Chemin du Chambon Vernoux-en-Vivarais 07240,"Le Chambon, 07240 Vernoux-en-Vivarais, France",44.881538,4.632,True,True,False
Déchèterie Versonnex,Déchèterie Versonnex Cd15 Cd15 Versonnex 01210,"Rte de Cessy, 01210 Versonnex, France",46.31188,6.091327,True,True,True
Déchèterie Vetraz-monthoux,Déchèterie Vetraz-monthoux Déchetterie des Grands Bois Rue Germain Sommeiller Vétraz-Monthoux 74100,"Rue Germain Sommeiller, 74100 Vétraz-Monthoux, France",46.19502,6.271139,True,True,False
Déchèterie Vienne,Déchèterie Vienne Vienne Sud Saint Alban les Vignes Vienne 38200,"357 CC de Saint-Avour, 38121 Vienne, France",45.4990327,4.8533362,True,True,False
Déchèterie Vif,Déchèterie Vif Gare de Vif Avenue de la Gare Vif 38450,"Av. de la Gare, 38450 Vif, France",45.0475833,5.686791599999999,False,False,True
Déchèterie Villard-Sallet,Déchèterie Villard-Sallet Déchetterie Route Départementale 925 Villard-Sallet 73110,"Rue du Rebet, 73110 Villard-Sallet, France",45.4825928,6.1444074,True,True,False
Déchèterie Villard-de-Lans,Déchèterie Villard-de-Lans Fenat Zone de Fenat Villard-de-Lans 38250,"3GJJ+QX, 38250 Villard-de-Lans, France",45.0819287,5.532492299999999,True,True,True
Déchèterie Villars-les-Dombes,Déchèterie Villars-les-Dombes Zac de la Tuilerie Rue Pierre Poivre Villars-les-Dombes 01330,"ZAC de la Tuilerie Rue Pierre Poivre, 01330 Villars-les-Dombes, France",46.005232,5.041757,True,True,False
Déchèterie Villefontaine,Déchèterie Villefontaine Dechetterie du Baron Avenue Lemand Villefontaine 38090,"10 Av. du Lemand, 38090 Villefontaine, France",45.6204681,5.1564979,True,True,False
Déchèterie Villette-d'anthon,Déchèterie Villette-d'anthon Cyprès Rue des Cypres Villette-d'Anthon 38280,"Rue des Cyprès, 38280 Villette-d'Anthon, France",45.7927471,5.1165866,True,True,False
Déchèterie Villette-de-Vienne,Déchèterie Villette-de-Vienne Chemin du Maupas Chemin du Maupas Villette-de-Vienne 38200,"119 Rte du Maupas, 38200 Villette-de-Vienne, France",45.5825588,4.9150329,True,True,False
Déchèterie Villeurbanne Nord,Déchèterie Villeurbanne Nord Villeurbanne Nord Rue Alfred Brinon Villeurbanne 69100,"Rue Alfred Brinon, 69100 Villeurbanne, France",45.7766767,4.8966582,True,True,False
Déchèterie Villeurbanne Sud,Déchèterie Villeurbanne Sud Villeurbanne Sud 100-110 Avenue Paul Krüger Villeurbanne 69100,"100 Av. Paul Kruger, 69100 Villeurbanne, France",45.75472200000001,4.9012394,True,True,False
Déchèterie Vinay,Déchèterie Vinay les Levées Za les Levées Vinay 38470,"430 Les Levées, 38470 Vinay, France",45.2073233,5.42263,True,True,False
Déchèterie Vinzier,Déchèterie Vinzier le Cret Rachet Vers les Granges Vinzier 74500,"Le Crêt, 74500 Chevenoz, France",46.342715,6.630545,True,True,False
Déchèterie Virieu-le-Grand,Déchèterie Virieu-le-Grand Route d'Artemare  Virieu-le-Grand 01510,"ZA en Planchon, Rte de Genève, 01510 Virieu-le-Grand, France",45.85227,5.657169,True,True,False
Déchèterie Viriville,"Déchèterie Viriville les Baytières Route de Marcilloles, D156 Viriville 38980","Les Baytières, 38980 Viriville, France",45.324844,5.199538,True,True,False
Déchèterie Voulte-sur-Rhone (la ),Déchèterie Voulte-sur-Rhone (la ) Za la Vignasse Ponson La Voulte-sur-Rhône 07800,"Qur de Ponson, 07800 La Voulte-sur-Rhône, France",44.8160004,4.7891865,False,False,True
Déchèterie Vulbens,Déchèterie Vulbens Déchèterie de Vulbens Za de Chavanoux Vulbens 74520,"74520 Vulbens, France",46.101439,5.931858,True,True,False
Déchèterie d'Ainay-le-château,Déchèterie d'Ainay-le-château le Champ de la Ville  Ainay-le-Château 03360,"Le Champ de la ville, 03360 Ainay-le-Château, France",46.7040341,2.6972508,True,True,False
Déchèterie d'Allegre,Déchèterie d'Allegre Site du Chier Route de Bellevue Allègre 43270,"15 Le Chier, 43270 Allègre, France",45.2071194,3.7280788,True,True,False
Déchèterie d'Issoire,Déchèterie d'Issoire Rue Alexandre Vialatte ZI des Listes Issoire 63500,"Rue Alexandre Vialatte, 63500 Issoire, France",45.5544385,3.2649961,True,True,False
Déchèterie d'Yssingeaux,Déchèterie d'Yssingeaux Zone Artisanale la Guide  Yssingeaux 43200,"ZI la Guide, 43200 Yssingeaux, France",45.1587672,4.133441599999999,True,True,False
Déchèterie de Bagnols,Déchèterie de Bagnols Route des 4 Vents  Bagnols 63810,"63810 Bagnols, France",45.5010199,2.631136,True,True,False
Déchèterie de Bas en Basset,Déchèterie de Bas en Basset Lieu Dit la France  Bas-en-Basset 43210,"43210 Bas-en-Basset, France",45.305846,4.109558,True,True,False
Déchèterie de Bayet,Déchèterie de Bayet les Bouillots  Bayet 03500,"D506, 03500 Bayet, France",46.25439069999999,3.2824344,True,True,True
Déchèterie de Bellenaves,Déchèterie de Bellenaves en Face du Silo  Bellenaves 03330,"03330 Bellenaves, France",46.201881,3.0878558,True,True,False
Déchèterie de Besse,Déchèterie de Besse Route départementale 978 Chilosa Besse-et-Saint-Anastaise 63610,"D978, 63610 Besse-et-Saint-Anastaise, France",45.5212478,2.9426517,True,True,False
Déchèterie de Blanzat,Déchèterie de Blanzat Route de Sayat  Blanzat 63112,"Rte de Sayat, 63112 Blanzat, France",45.82721919999999,3.064786,True,True,True
Déchèterie de Brassac,Déchèterie de Brassac ZI la Plaigne route des jumeaux Brassac-les-Mines 63570,"Rte de Jumeaux, 43390 Brassac-les-Mines, France",45.4214156,3.3426107,True,True,False
Déchèterie de Brioude,"Déchèterie de Brioude 4, Rue Julien Fayolle  Brioude 43100","4 Rue Julien Fayolle, 43100 Brioude, France",45.31541660000001,3.3711016,True,True,False
Déchèterie de Chambon,Déchèterie de Chambon Pont de Combelles  Le Chambon-sur-Lignon 43400,"Le Bois de Chambon, 43400 Le Chambon-sur-Lignon, France",45.054244,4.304428,True,True,False
Déchèterie de Chambonas les Vans,Déchèterie de Chambonas les Vans Champvert / Vans Chambonas Chambonas 07140,"Bas, 95 Le Meliet, 07140 Chambonas, France",44.41810419999999,4.1243342,False,False,True
Déchèterie de Chantelle Chezelle,Déchèterie de Chantelle Chezelle Lieu-dit les Mollards  Chantelle 03140,"Lieu Dit Les Mollard, 03140 Chezelle, France",46.232083,3.1215312,True,True,False
Déchèterie de Charmeil,Déchèterie de Charmeil les Grands Champs  Charmeil 03110,"Rte des Grands Champs, 03110 Charmeil, France",46.1516576,3.3823327,True,True,False
Déchèterie de Condat,Déchèterie de Condat Pont de Laspérières  Condat 15190,"15190 Condat, France",45.33315650000001,2.7539124,True,True,False
Déchèterie de Cournon,Déchèterie de Cournon Av de Lempdes  Cournon-d'Auvergne 63800,"Av. de Lempdes, 63800 Cournon-d'Auvergne, France",45.7451179,3.2020844,True,True,True
Déchèterie de Courpière,Déchèterie de Courpière Rue Francisque Sauzedde Za de Lagat Courpière 63120,"Rue de Lagat, 63120 Courpière, France",45.7637874,3.5440604,True,True,False
Déchèterie de Craponne,Déchèterie de Craponne Route du Puy le Grand Garay Craponne-sur-Arzon 43500,"Le Grand Garay, 43500 Jullianges, France",45.305342,3.785896,True,True,False
Déchèterie de Cusset,Déchèterie de Cusset Chemin de la Perche Za de Champcourt Cusset 03300,"10 Chem. de la Perche, 03300 Cusset, France",46.1428319,3.4496313,True,True,False
Déchèterie de Cérilly,Déchèterie de Cérilly 22 Avenue de la Vigne au Bois  Cérilly 03350,"24 Av. de la Vigne du Bois, 03350 Cérilly, France",46.6105566,2.8322103,True,True,False
Déchèterie de Dunières,Déchèterie de Dunières la Gueuse  Dunières 43220,"La Geuse, 43220 Dunières, France",45.1964816,4.3500958,True,True,False
Déchèterie de Ebreuil,Déchèterie de Ebreuil Allée du Chemin de Fer  Ébreuil 03450,"All. du Chemin de Fer, 03450 Ébreuil, France",46.1201628,3.0940776,True,True,False
Déchèterie de Feyzin,Déchèterie de Feyzin 26 Rue Léon Blum  Feyzin 69320,"26 Rue Léon Blum, 69320 Feyzin, France",45.6772308,4.8551969,True,True,False
Déchèterie de Gannat,Déchèterie de Gannat la Batisse  Gannat 03800,"5 Rue du Four (la Bâtisse), 03800 Gannat, France",46.0772541,3.1807641,True,True,False
Déchèterie de Gerzat,Déchèterie de Gerzat Route de Cebazat Pres cimetiere Gerzat 63360,"63360 Gerzat, France",45.8242497,3.1368384,True,True,True
Déchèterie de Giat,Déchèterie de Giat 15 Route de la Celle  Giat 63620,"Route de la Celle, 63620 Giat, France",45.8092727,2.4691805,True,True,False
Déchèterie de Gravanches Clermont-ferrand,Déchèterie de Gravanches Clermont-ferrand Rue Jacques Mailhot Za des Gravanches Clermont-Ferrand 63100,"Rue Jacques Mailhot, 63100 Clermont-Ferrand, France",45.7958795,3.1262643,True,True,True
Déchèterie de Lacoste Sud - Saint-mamet,Déchèterie de Lacoste Sud - Saint-mamet Déchèterie Communautaire de Lacoste Sud  Saint-Mamet-la-Salvetat 15220,"15220 Saint-Mamet-la-Salvetat, France",44.85828,2.307308,True,True,False
Déchèterie de Lafeuillade-en-vézie,Déchèterie de Lafeuillade-en-vézie Peyreiro  Lafeuillade-en-Vézie 15130,"15130 Lafeuillade-en-Vézie, France",44.7899109,2.460716,True,True,False
Déchèterie de Langeac,Déchèterie de Langeac ZA Chambaret  Langeac 43300,"1 Bouvagnat, 43300 Langeac, France",45.0863373,3.5063459,True,True,False
Déchèterie de Massiac,Déchèterie de Massiac ZA La Prade  Massiac 15500,"rue Jacques Chaban Delmas, 15500 Massiac, France",45.2594442,3.189321,True,True,False
Déchèterie de Mauriac,Déchèterie de Mauriac Boulevard Pasteur  Mauriac 15200,"Bd Pasteur, 15200 Mauriac, France",45.2166991,2.3512087,True,True,False
Déchèterie de Mayet de Montagne,Déchèterie de Mayet de Montagne Za de Mornier  Le Mayet-de-Montagne 03250,"Za de Mornier, 03250 Le Mayet-de-Montagne, France",46.0579933,3.6583745,True,True,False
Déchèterie de Monetay sur Allier,Déchèterie de Monetay sur Allier Près du Terrain de Football  Monétay-sur-Allier 03500,"03500 Monétay-sur-Allier, France",46.38129499999999,3.301234,True,True,False
Déchèterie de Montaigut le Blanc,Déchèterie de Montaigut le Blanc Route de Reignat  Montaigut-le-Blanc 63320,"1 Pl. Amouroux, 63320 Montaigut-le-Blanc, France",45.58485719999999,3.0913865,True,True,False
Déchèterie de Neussargues,Déchèterie de Neussargues Route d'Allanche  Neussargues-Moissac* 15170,"D679, 15170 Neussargues en Pinatelle, France",45.1436691,2.9790387,True,True,False
Déchèterie de Polignac,Déchèterie de Polignac Za de Polignac Musac Polignac 43000,"Musac, 43000 Polignac, France",45.085154,3.835002,True,True,False
Déchèterie de Pont du Chateau,Déchèterie de Pont du Chateau ROUTE DE DALLET  Pont-du-Château 63430,"73 Av. de Cournon, 63430 Pont-du-Château, France",45.78204849999999,3.2376103,True,True,True
Déchèterie de Pontaumur,Déchèterie de Pontaumur Marcoueix  Pontaumur 63380,"Marcoueix, 63380 Pontaumur, France",45.8529853,2.6998616,True,True,False
Déchèterie de Puy-guillaume,Déchèterie de Puy-guillaume Rue de l'Ache  Puy-Guillaume 63290,"Rue de l'Ache, 63290 Puy-Guillaume, France",45.949555,3.4777356,True,True,False
Déchèterie de Retournac,Déchèterie de Retournac Route de Craponne le Clapier Retournac 43130,"Route de Craponne & Le Clapier, 43130 Retournac, France",45.211347,4.028885,True,True,False
Déchèterie de Riom-ès-montagnes,Déchèterie de Riom-ès-montagnes Lieu Dit Roche Haute  Riom-ès-Montagnes 15400,"Roches Hautes N, 15400 Riom-ès-Montagnes, France",45.2897873,2.6292569,True,True,False
Déchèterie de Rochefort,Déchèterie de Rochefort le Bourg Derriere le Magazin Shopy Rochefort-Montagne 63210,"63210 Rochefort-Montagne, France",45.6848162,2.8047894,True,True,False
Déchèterie de Romagnat,Déchèterie de Romagnat Impasse Lavoisier Rond Point Fernand Forest Romagnat 63540,"Rue des Trois Villes, 63540 Romagnat, France",45.7429096,3.105227,True,True,True
Déchèterie de Saint Eloy les Mines,Déchèterie de Saint Eloy les Mines les Nigonnes  Saint-Éloy-les-Mines 63700,"Les Nigonnes, 63700 Saint-Éloy-les-Mines, France",46.167255,2.845705,True,True,True
Déchèterie de Saint Germain Laprade,Déchèterie de Saint Germain Laprade Zone Industrielle  Saint-Germain-Laprade 43700,"43700 Saint-Germain-Laprade, France",45.037988,3.968507,True,True,False
Déchèterie de Saint Germain Pres Herment,Déchèterie de Saint Germain Pres Herment Route des Chadeau  Saint-Germain-près-Herment 63470,"Chadeau, 63470 Saint-Germain-prés-Herment, France",45.7384119,2.5764327,True,True,False
Déchèterie de Saint Germain des Fossés,Déchèterie de Saint Germain des Fossés Zi du Coquet Seuillet Saint-Germain-des-Fossés 03260,"Imp. Dr Seuillet, 03260 Saint-Germain-des-Fossés, France",46.205753,3.438062,True,True,False
Déchèterie de Saint Gérand le Puy,Déchèterie de Saint Gérand le Puy le Bourg - Rn 7  Saint-Gérand-le-Puy 03150,"03150 Saint-Gérand-le-Puy, France",46.25658199999999,3.512527,True,True,False
Déchèterie de Saint Prix,Déchèterie de Saint Prix les Jeanrais  Saint-Prix 03120,"Les Jeanrais, 03120 Saint-Prix, France",46.2376747,3.6429795,True,True,False
Déchèterie de Saint Yorre,Déchèterie de Saint Yorre Avenue des Sources  Saint-Yorre 03270,"Av. des Sources, 03270 Saint-Yorre, France",46.0754148,3.4598554,True,True,False
Déchèterie de Saint-julien-chapteuil,Déchèterie de Saint-julien-chapteuil les Fromentaux  Saint-Julien-Chapteuil 43260,"Fromentaux, 43260 Saint-Julien-Chapteuil, France",45.042319,4.0627125,True,True,False
Déchèterie de Saint-vincent,Déchèterie de Saint-vincent Saint Vincent  Saint-Vincent 43800,"2 D103, 43800 Saint-Vincent, France",45.1524925,3.9207143,True,True,False
Déchèterie de Sanssac l'Eglise,Déchèterie de Sanssac l'Eglise Zone Artisanale de la Fataïre  Sanssac-l'Église 43320,"43320 Sanssac-l'Église, France",45.052083,3.779194,True,True,False
Déchèterie de Sauxillanges,Déchèterie de Sauxillanges Chemin des Rochettes  Sauxillanges 63490,"Chem. des Rochettes, 63490 Sauxillanges, France",45.5543678,3.3664915,True,True,False
Déchèterie de St Ours les Roches,Déchèterie de St Ours les Roches Chantesserre  Saint-Ours 63230,"Saint Ours les Roches, 63230 Saint-Ours, France",45.850441,2.893284,True,True,False
Déchèterie de Theix Saint-genès,Déchèterie de Theix Saint-genès Route de Nadaillat Theix Saint-Genès-Champanelle 63122,"Rte de Nadaillat, 63122 Saint-Gènes-Champanelle, France",45.7044865,3.021866,True,True,True
Déchèterie de Varennes,Déchèterie de Varennes la Pepie  Varennes-sur-Allier 03150,"La Pépie, 03150 Varennes-sur-Allier, France",46.302172,3.411119,True,True,False
Déchèterie de Vic le Comte,Déchèterie de Vic le Comte Les Meules Route de Clermont Ferrrand Vic-le-Comte 63270,"Les Meules, 63270 Vic-le-Comte, France",45.6457113,3.2307438,True,True,False
Déchèterie de la Bourboule,Déchèterie de la Bourboule Route de Charlannes  La Bourboule 63150,"Charlannes, 63150 La Bourboule, France",45.578809,2.7361357,True,True,False
Déchèterie de la Buisse,Déchèterie de la Buisse les Thermes Rn 75 Site écologique de la Buisse La Buisse 38500,"8J99+3F, 38500 La Buisse, France",45.3177233,5.6186757,True,True,False
Déchèterie de la Chapelle-d'abondance,Déchèterie de la Chapelle-d'abondance Miolène  La Chapelle-d'Abondance 74360,"Miolène, 74360 Abondance, France",46.292668,6.761953,True,True,False
Déchèterie de la Planove Ardres-sur-couze,Déchèterie de la Planove Ardres-sur-couze la Planove  Ardes 63420,"62610 Ardres, France",50.853961,1.976552,True,True,False
Déchèterie de le Donjon,Déchèterie de le Donjon Rue du Stade  Le Donjon 03130,"Rue du Stade, 03130 Le Donjon, France",46.3564503,3.7858125,True,True,False
Déchèterie du Pont d'Orgon,Déchèterie du Pont d'Orgon Za du Pont d'Orgon  Laroquebrou 15150,"Le Pont d'Orgon, 15150 Laroquebrou, France",44.975544,2.224657,True,True,False
Déchèterie du Puy-en-velay,Déchèterie du Puy-en-velay la Pépinière  Le Puy-en-Velay 43000,"La Pépinière, 43000 Le Puy-en-Velay, France",45.00448799999999,3.880884999999999,True,True,False
Déchèterie du Teil,Déchèterie du Teil Avenue de l'Euorpe Unie Avenue de l'Europe Le Teil 07400,"41 Av. de l'Europe Unie, 07400 Le Teil, France",44.54337820000001,4.6888502,True,True,False
Déchèterie du Tronget,Déchèterie du Tronget Rue du Silo  Tronget 03240,"Rue du Silo, 03240 Tronget, France",46.4237289,3.0765466,True,True,False
Déchèterie la Boisse,Déchèterie la Boisse Rue de la Plaine  La Boisse 01120,"1064 Chem. de la Plaine, 01120 La Boisse, France",45.8377761,5.0625882,True,True,True
Déchèterie la Chambre,Déchèterie la Chambre le Bugeon le Bugeon La Chambre 73130,"La Chambre, France",45.358463,6.301654,True,True,True
Déchèterie la Chapelle-de-la-tour,Déchèterie la Chapelle-de-la-tour le Plateau Chemin Leva La Chapelle-de-la-Tour 38110,"Chem. du Leva, 38110 La Chapelle-de-la-Tour, France",45.5893058,5.45928,True,True,False
Déchèterie la Chapelle-en-vercors,Déchèterie la Chapelle-en-vercors les Drevets Déchèterie Intercommunaleles Drevets La Chapelle-en-Vercors 26420,"Les Drevets, 26420 La Chapelle-en-Vercors, France",44.9754714,5.3987991,True,True,False
Déchèterie la Motte-chalancon,Déchèterie la Motte-chalancon la Rivière  La Motte-Chalancon 26470,"F9X9+22, 26470 La Motte-Chalancon, France",44.49758560000001,5.3675193,True,True,False
Déchèterie le Cheylard,Déchèterie le Cheylard Zi la Palisse Allée des Vergers Zi la Palisse Le Cheylard 07160,"78 All. des Vergers, 07160 Le Cheylard, France",44.9124962,4.441660700000001,True,True,True
Déchèterie le Cheylas,Déchèterie le Cheylas les Merciers Route de la Buissière Le Cheylas 38570,"Rte de la Buissière, ZI, Rue des Lauriers, 38570 Le Cheylas, France",45.3949082,5.9943938,True,True,False
Déchèterie le Pin,Déchèterie le Pin Vie Croisee  Le Pin* 38730,"38690 Oyeu, France",45.4430014,5.500619599999999,True,True,False
Déchèterie les Abrets,Déchèterie les Abrets la Bruyère Netrin Est Les Abrets* 38490,"Nétrin, 38490 Les Abrets en Dauphiné, France",45.548207,5.583729,True,True,False
Déchèterie les Allues,Déchèterie les Allues le Raffort /méribel  Les Allues 73550,"Méribel, 73550 Les Allues, France",45.3968826,6.5651736,True,True,False
Déchèterie les Ancizes-comps,Déchèterie les Ancizes-comps Fougeres  Les Ancizes-Comps 63770,"Rue des Fougères, 63770 Les Ancizes-Comps, France",45.9293862,2.8209865,True,True,False
Déchèterie les Avenières,Déchèterie les Avenières Za le Bert le Bert Les Avenières* 38630,"Rue Jacquard, 38630 Les Avenières Veyrins-Thuellin, France",45.6247456,5.5846355,True,True,False
Mini Déchèterie Saint-sauves-d'auvergne,Mini Déchèterie Saint-sauves-d'auvergne 4 Route de Tulle  Saint-Sauves-d'Auvergne 63950,"4 Rte de Tulle, 63760 Bourg-Lastic, France",45.6483344,2.5576918,True,True,True
